task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
372	e6/a6e02d	1321666	NFCORE_SMRNASEQ:MIRTRACE_QC (d21)	COMPLETED	0	2026-08-28 10:18:14.364	13.8s	12s	114.6%	389 MB	67 GB	271.6 MB	52.6 MB
376	31/986cf2	1320623	NFCORE_SMRNASEQ:MIRTRACE_QC (d25)	COMPLETED	0	2026-08-28 10:18:10.715	18.4s	16s	111.8%	444.9 MB	67.5 GB	394.6 MB	53.1 MB
384	97/0a482f	1324146	NFCORE_SMRNASEQ:MIRTRACE_QC (d32)	COMPLETED	0	2026-08-28 10:18:25.047	17.2s	15s	110.6%	635.8 MB	66.9 GB	343.9 MB	77.6 MB
367	27/38185c	1324757	NFCORE_SMRNASEQ:MIRTRACE_QC (d17)	COMPLETED	0	2026-08-28 10:18:28.182	14.4s	13s	112.2%	301.9 MB	66.9 GB	304.7 MB	33 MB
371	4c/6be49c	1325067	NFCORE_SMRNASEQ:MIRTRACE_QC (d20)	COMPLETED	0	2026-08-28 10:18:29.162	14.8s	13s	114.3%	300.9 MB	66.9 GB	289.9 MB	54.6 MB
366	bc/86d47e	1328277	NFCORE_SMRNASEQ:MIRTRACE_QC (d16)	COMPLETED	0	2026-08-28 10:18:43.969	12s	10s	117.9%	437.5 MB	67 GB	202.9 MB	52.6 MB
365	af/a05a14	1327649	NFCORE_SMRNASEQ:MIRTRACE_QC (d15)	COMPLETED	0	2026-08-28 10:18:42.251	14s	12s	113.7%	366.8 MB	67.2 GB	265.8 MB	42 MB
362	7b/b3f246	1327825	NFCORE_SMRNASEQ:MIRTRACE_QC (d12)	COMPLETED	0	2026-08-28 10:18:42.634	13.7s	13s	114.8%	399.7 MB	66.9 GB	249.9 MB	49.4 MB
364	4d/5e2428	1331297	NFCORE_SMRNASEQ:MIRTRACE_QC (d14)	COMPLETED	0	2026-08-28 10:18:56.373	11.6s	10s	119.3%	452.1 MB	67.3 GB	223.4 MB	36.5 MB
375	47/0c15bd	1331081	NFCORE_SMRNASEQ:MIRTRACE_QC (d24)	COMPLETED	0	2026-08-28 10:18:55.996	13s	11s	114.1%	418.3 MB	67 GB	252.2 MB	44.8 MB
377	0b/e038c0	1331164	NFCORE_SMRNASEQ:MIRTRACE_QC (d26)	COMPLETED	0	2026-08-28 10:18:56.204	17.5s	16s	110.5%	559.1 MB	67.3 GB	366.7 MB	59.4 MB
378	ac/c27374	1334214	NFCORE_SMRNASEQ:MIRTRACE_QC (d27)	COMPLETED	0	2026-08-28 10:19:07.939	11.8s	10s	117.2%	389.6 MB	67.2 GB	241.5 MB	26.6 MB
379	f5/917559	1334482	NFCORE_SMRNASEQ:MIRTRACE_QC (d28)	COMPLETED	0	2026-08-28 10:19:09.048	14.2s	13s	113.9%	423.9 MB	67.2 GB	256.5 MB	60.8 MB
380	3c/23e1b8	1335563	NFCORE_SMRNASEQ:MIRTRACE_QC (d29)	COMPLETED	0	2026-08-28 10:19:13.746	19.4s	17s	111.5%	447.4 MB	67.7 GB	407.4 MB	76.9 MB
374	30/f8aabd	1337090	NFCORE_SMRNASEQ:MIRTRACE_QC (d23)	COMPLETED	0	2026-08-28 10:19:19.760	13.5s	12s	113.1%	411 MB	67.2 GB	255.8 MB	50.8 MB
397	b0/fea9a9	1337883	NFCORE_SMRNASEQ:MIRTRACE_QC (d44)	COMPLETED	0	2026-08-28 10:19:23.273	15s	14s	114.3%	302.3 MB	66.9 GB	306 MB	37 MB
381	dd/f2f7e6	1339758	NFCORE_SMRNASEQ:MIRTRACE_QC (d3)	COMPLETED	0	2026-08-28 10:19:33.101	14s	12s	112.6%	322.1 MB	66.9 GB	284.3 MB	41.7 MB
396	ee/90f2f6	1339913	NFCORE_SMRNASEQ:MIRTRACE_QC (d43)	COMPLETED	0	2026-08-28 10:19:33.305	13.9s	12s	114.2%	300.7 MB	66.9 GB	281.4 MB	24.8 MB
399	a4/12e304	1341022	NFCORE_SMRNASEQ:MIRTRACE_QC (d46)	COMPLETED	0	2026-08-28 10:19:38.289	11.3s	10s	117.5%	429.7 MB	67 GB	223 MB	25.2 MB
401	44/ac5738	1343024	NFCORE_SMRNASEQ:MIRTRACE_QC (d48)	COMPLETED	0	2026-08-28 10:19:47.087	11s	9s	120.7%	363.6 MB	67.2 GB	213.6 MB	28.1 MB
383	f7/410903	1343878	NFCORE_SMRNASEQ:MIRTRACE_QC (d31)	COMPLETED	0	2026-08-28 10:19:49.550	12.1s	11s	114.6%	456 MB	66.9 GB	245.9 MB	30.4 MB
382	a0/2909cc	1343079	NFCORE_SMRNASEQ:MIRTRACE_QC (d30)	COMPLETED	0	2026-08-28 10:19:47.220	17.4s	16s	109.8%	498.7 MB	66.8 GB	373.6 MB	44.8 MB
385	85/d9c8b5	1346062	NFCORE_SMRNASEQ:MIRTRACE_QC (d33)	COMPLETED	0	2026-08-28 10:19:58.068	12.9s	11s	114.3%	424.9 MB	66.9 GB	253.2 MB	42.6 MB
400	b7/f74556	1346793	NFCORE_SMRNASEQ:MIRTRACE_QC (d47)	COMPLETED	0	2026-08-28 10:20:01.646	9.8s	9s	118.0%	325.2 MB	67 GB	192.9 MB	19.7 MB
386	55/c7e773	1347548	NFCORE_SMRNASEQ:MIRTRACE_QC (d34)	COMPLETED	0	2026-08-28 10:20:04.641	13.1s	12s	115.1%	409.2 MB	67.2 GB	264.7 MB	40.6 MB
387	a9/4c4f27	1349150	NFCORE_SMRNASEQ:MIRTRACE_QC (d35)	COMPLETED	0	2026-08-28 10:20:10.976	11.7s	10s	116.9%	380.7 MB	67 GB	229.6 MB	26.4 MB
388	4d/7268df	1349498	NFCORE_SMRNASEQ:MIRTRACE_QC (d36)	COMPLETED	0	2026-08-28 10:20:11.482	15.5s	14s	112.3%	302.1 MB	67 GB	300.3 MB	69.8 MB
389	06/7693dc	1350984	NFCORE_SMRNASEQ:MIRTRACE_QC (d37)	COMPLETED	0	2026-08-28 10:20:17.763	14.1s	12s	114.0%	300 MB	66.9 GB	281 MB	41.9 MB
390	53/32fe10	1352266	NFCORE_SMRNASEQ:MIRTRACE_QC (d38)	COMPLETED	0	2026-08-28 10:20:22.720	16.5s	16s	111.8%	306.9 MB	66.9 GB	338.4 MB	59.1 MB
391	97/310d8a	1353142	NFCORE_SMRNASEQ:MIRTRACE_QC (d39)	COMPLETED	0	2026-08-28 10:20:27.027	17.9s	16s	110.6%	523.4 MB	67.3 GB	367.4 MB	64 MB
392	d5/3aa8f5	1354344	NFCORE_SMRNASEQ:MIRTRACE_QC (d4)	COMPLETED	0	2026-08-28 10:20:31.871	17.7s	16s	111.5%	556.6 MB	66.9 GB	362.3 MB	66.8 MB
393	ab/29bd43	1355783	NFCORE_SMRNASEQ:MIRTRACE_QC (d40)	COMPLETED	0	2026-08-28 10:20:39.254	12.5s	11s	115.8%	557.7 MB	67 GB	227 MB	54.5 MB
394	a8/7a72b0	1356909	NFCORE_SMRNASEQ:MIRTRACE_QC (d41)	COMPLETED	0	2026-08-28 10:20:44.960	14.5s	13s	112.8%	303.1 MB	66.9 GB	302.4 MB	34 MB
398	8a/1465ce	1358584	NFCORE_SMRNASEQ:MIRTRACE_QC (d45)	COMPLETED	0	2026-08-28 10:20:51.800	11.1s	9s	118.8%	445.1 MB	67.2 GB	220.8 MB	23.9 MB
395	4f/aa6101	1357952	NFCORE_SMRNASEQ:MIRTRACE_QC (d42)	COMPLETED	0	2026-08-28 10:20:49.588	13.4s	12s	114.7%	299.7 MB	66.8 GB	276.7 MB	24.1 MB
402	48/1c72b3	1360391	NFCORE_SMRNASEQ:MIRTRACE_QC (d5)	COMPLETED	0	2026-08-28 10:20:59.472	9.5s	8s	117.9%	381.5 MB	67 GB	178.6 MB	26.9 MB
403	8b/f26187	1361262	NFCORE_SMRNASEQ:MIRTRACE_QC (d6)	COMPLETED	0	2026-08-28 10:21:02.889	11.6s	10s	120.1%	466 MB	67.3 GB	211.1 MB	44.1 MB
404	cd/24d7fd	1361317	NFCORE_SMRNASEQ:MIRTRACE_QC (d7)	COMPLETED	0	2026-08-28 10:21:03.018	13.4s	12s	115.4%	402.8 MB	67.2 GB	266.5 MB	43.1 MB
405	7c/f5c042	1362864	NFCORE_SMRNASEQ:MIRTRACE_QC (d8)	COMPLETED	0	2026-08-28 10:21:08.940	13.4s	12s	116.0%	412.4 MB	67 GB	258.6 MB	55.6 MB
408	28/6807cd	1364821	NFCORE_SMRNASEQ:MIRTRACE_QC (m10)	COMPLETED	0	2026-08-28 10:21:16.421	12.1s	11s	116.5%	732 MB	66.9 GB	183.5 MB	78.7 MB
407	1b/e36b56	1366265	NFCORE_SMRNASEQ:MIRTRACE_QC (m1)	COMPLETED	0	2026-08-28 10:21:22.338	7.5s	6s	129.0%	389.9 MB	67 GB	109.9 MB	29.6 MB
406	02/d818c7	1364314	NFCORE_SMRNASEQ:MIRTRACE_QC (d9)	COMPLETED	0	2026-08-28 10:21:14.504	18.7s	17s	110.9%	389.4 MB	67.2 GB	384.7 MB	42.8 MB
409	4b/92aef4	1367646	NFCORE_SMRNASEQ:MIRTRACE_QC (m11)	COMPLETED	0	2026-08-28 10:21:28.529	6.9s	6s	129.3%	449.5 MB	67 GB	96.5 MB	31 MB
410	62/3f2e91	1368033	NFCORE_SMRNASEQ:MIRTRACE_QC (m12)	COMPLETED	0	2026-08-28 10:21:29.859	13.5s	12s	118.0%	409.8 MB	66.9 GB	258.9 MB	50.6 MB
411	94/9a4860	1368798	NFCORE_SMRNASEQ:MIRTRACE_QC (m13)	COMPLETED	0	2026-08-28 10:21:33.182	11.3s	10s	118.0%	657.3 MB	67.1 GB	171.3 MB	66.8 MB
413	9e/c4d53f	1369479	NFCORE_SMRNASEQ:MIRTRACE_QC (m15)	COMPLETED	0	2026-08-28 10:21:35.444	12.2s	11s	117.4%	609.3 MB	66.9 GB	199.8 MB	64.6 MB
415	7d/ce6532	1372605	NFCORE_SMRNASEQ:MIRTRACE_QC (m17)	COMPLETED	0	2026-08-28 10:21:47.632	7.5s	6s	130.4%	457.9 MB	67.2 GB	103.6 MB	35.8 MB
412	80/4a21dd	1371415	NFCORE_SMRNASEQ:MIRTRACE_QC (m14)	COMPLETED	0	2026-08-28 10:21:43.333	15.9s	14s	114.1%	666.2 MB	67.7 GB	225.7 MB	130.4 MB
414	6d/703ca4	1371770	NFCORE_SMRNASEQ:MIRTRACE_QC (m16)	COMPLETED	0	2026-08-28 10:21:44.511	14.9s	14s	115.6%	407.2 MB	67 GB	255.5 MB	73.7 MB
417	6d/4214b8	1374520	NFCORE_SMRNASEQ:MIRTRACE_QC (m19)	COMPLETED	0	2026-08-28 10:21:55.102	9.4s	8s	120.5%	497.5 MB	66.9 GB	140.6 MB	44.1 MB
416	c2/fa3306	1375112	NFCORE_SMRNASEQ:MIRTRACE_QC (m18)	COMPLETED	0	2026-08-28 10:21:59.223	8.1s	7s	124.2%	541.3 MB	66.9 GB	100.8 MB	50.9 MB
418	14/be9a99	1375250	NFCORE_SMRNASEQ:MIRTRACE_QC (m2)	COMPLETED	0	2026-08-28 10:21:59.441	11.3s	10s	120.3%	525.6 MB	67.1 GB	182.8 MB	46 MB
419	50/9a7b2b	1376627	NFCORE_SMRNASEQ:MIRTRACE_QC (m20)	COMPLETED	0	2026-08-28 10:22:04.476	12.2s	11s	116.0%	825.4 MB	67.9 GB	162.8 MB	87.4 MB
420	a5/636ef6	1377500	NFCORE_SMRNASEQ:MIRTRACE_QC (m21)	COMPLETED	0	2026-08-28 10:22:07.344	10.1s	9s	122.6%	645.7 MB	66.9 GB	141 MB	66.6 MB
422	ad/10730b	1378424	NFCORE_SMRNASEQ:MIRTRACE_QC (m23)	COMPLETED	0	2026-08-28 10:22:10.759	13.1s	11s	116.8%	686.2 MB	67.9 GB	189.4 MB	96 MB
421	23/aab459	1379961	NFCORE_SMRNASEQ:MIRTRACE_QC (m22)	COMPLETED	0	2026-08-28 10:22:16.713	9.7s	9s	120.5%	562.3 MB	67 GB	131.2 MB	65.1 MB
425	0d/0bf727	1382610	NFCORE_SMRNASEQ:MIRTRACE_QC (m26)	COMPLETED	0	2026-08-28 10:22:26.384	10.3s	9s	119.1%	633.5 MB	66.9 GB	146.2 MB	67 MB
423	58/19c4a1	1380309	NFCORE_SMRNASEQ:MIRTRACE_QC (m24)	COMPLETED	0	2026-08-28 10:22:17.423	24.8s	23s	109.6%	1017 MB	67.8 GB	376 MB	182.8 MB
426	04/f1d44c	1384440	NFCORE_SMRNASEQ:MIRTRACE_QC (m27)	COMPLETED	0	2026-08-28 10:22:36.684	8.3s	7s	122.5%	406.6 MB	67 GB	133.1 MB	27 MB
424	e3/d02849	1381818	NFCORE_SMRNASEQ:MIRTRACE_QC (m25)	COMPLETED	0	2026-08-28 10:22:23.860	21.3s	19s	110.9%	912.8 MB	68 GB	299.9 MB	177.1 MB
429	8f/79c65a	1385995	NFCORE_SMRNASEQ:MIRTRACE_QC (m3)	COMPLETED	0	2026-08-28 10:22:45.133	9.5s	8s	121.4%	552.9 MB	67.2 GB	126.2 MB	53.1 MB
428	ff/38e728	1385935	NFCORE_SMRNASEQ:MIRTRACE_QC (m29)	COMPLETED	0	2026-08-28 10:22:44.992	9.6s	8s	121.6%	490.9 MB	66.9 GB	145.6 MB	46.6 MB
427	df/c56fd5	1385321	NFCORE_SMRNASEQ:MIRTRACE_QC (m28)	COMPLETED	0	2026-08-28 10:22:42.184	12.8s	11s	118.4%	555.3 MB	67.2 GB	207.4 MB	61.1 MB
432	61/ca0336	1388343	NFCORE_SMRNASEQ:MIRTRACE_QC (m32)	COMPLETED	0	2026-08-28 10:22:54.612	7.9s	7s	126.1%	361.4 MB	67.2 GB	126.2 MB	26 MB
430	e5/95ba0c	1388337	NFCORE_SMRNASEQ:MIRTRACE_QC (m30)	COMPLETED	0	2026-08-28 10:22:54.608	10.3s	9s	118.2%	453.5 MB	66.9 GB	185.2 MB	36.2 MB
431	0e/f0e006	1388570	NFCORE_SMRNASEQ:MIRTRACE_QC (m31)	COMPLETED	0	2026-08-28 10:22:54.937	11.9s	10s	119.6%	663.6 MB	66.9 GB	169.9 MB	84.3 MB
434	ff/677bf2	1390766	NFCORE_SMRNASEQ:MIRTRACE_QC (m34)	COMPLETED	0	2026-08-28 10:23:02.484	10s	9s	120.3%	549.1 MB	66.8 GB	166.3 MB	42.8 MB
435	bb/296f31	1391477	NFCORE_SMRNASEQ:MIRTRACE_QC (m35)	COMPLETED	0	2026-08-28 10:23:04.917	8.3s	7s	126.0%	446.2 MB	67 GB	123 MB	34.6 MB
433	ae/bde22f	1392070	NFCORE_SMRNASEQ:MIRTRACE_QC (m33)	COMPLETED	0	2026-08-28 10:23:06.836	14.1s	12s	116.8%	352.7 MB	67.2 GB	257.4 MB	57.2 MB
437	b0/832866	1393597	NFCORE_SMRNASEQ:MIRTRACE_QC (m37)	COMPLETED	0	2026-08-28 10:23:12.461	11.5s	10s	118.6%	418.1 MB	67.2 GB	219 MB	28.9 MB
436	ed/814960	1393865	NFCORE_SMRNASEQ:MIRTRACE_QC (m36)	COMPLETED	0	2026-08-28 10:23:13.194	11.9s	10s	118.2%	500.4 MB	67 GB	198.1 MB	52.4 MB
438	3d/d60393	1395667	NFCORE_SMRNASEQ:MIRTRACE_QC (m38)	COMPLETED	0	2026-08-28 10:23:20.923	5.3s	4s	141.6%	331.4 MB	67 GB	73.6 MB	13.9 MB
439	1b/efa53e	1396677	NFCORE_SMRNASEQ:MIRTRACE_QC (m39)	COMPLETED	0	2026-08-28 10:23:24.003	10.3s	9s	118.1%	433.2 MB	67 GB	182.6 MB	31.3 MB
441	27/c2d2f4	1397335	NFCORE_SMRNASEQ:MIRTRACE_QC (m40)	COMPLETED	0	2026-08-28 10:23:26.252	12.7s	11s	119.3%	464.9 MB	66.9 GB	224.5 MB	50.5 MB
440	f1/068b63	1397026	NFCORE_SMRNASEQ:MIRTRACE_QC (m4)	COMPLETED	0	2026-08-28 10:23:25.136	14.4s	13s	113.9%	467.7 MB	67 GB	232.5 MB	84.9 MB
442	2f/17d066	1399380	NFCORE_SMRNASEQ:MIRTRACE_QC (m5)	COMPLETED	0	2026-08-28 10:23:34.272	11.6s	10s	117.5%	557.9 MB	66.8 GB	180.7 MB	64.8 MB
443	87/59f3e5	1400462	NFCORE_SMRNASEQ:MIRTRACE_QC (m6)	COMPLETED	0	2026-08-28 10:23:38.972	12.5s	11s	115.8%	669.7 MB	67 GB	183.5 MB	77.5 MB
444	d6/60dd70	1400728	NFCORE_SMRNASEQ:MIRTRACE_QC (m7)	COMPLETED	0	2026-08-28 10:23:39.498	15.1s	14s	110.9%	299.2 MB	66.9 GB	269.2 MB	58.2 MB
446	8d/399e97	1402291	NFCORE_SMRNASEQ:MIRTRACE_QC (m9)	COMPLETED	0	2026-08-28 10:23:45.839	9.6s	8s	121.6%	413.1 MB	67 GB	162.7 MB	36.1 MB
445	00/7c7981	1403728	NFCORE_SMRNASEQ:MIRTRACE_QC (m8)	COMPLETED	0	2026-08-28 10:23:51.482	11.4s	10s	117.8%	646.3 MB	66.9 GB	170.6 MB	66.1 MB
306	af/6fbfb0	1404523	PREPARE_GENOME:INDEX_GENOME (genome)	COMPLETED	0	2026-08-28 10:23:55.423	16m 24s	16m 23s	1031.9%	5.8 GB	7.5 GB	33.4 GB	24.8 GB
447	d4/2f1366	1412396	NFCORE_SMRNASEQ:MIRNA_QUANT:INDEX_MATURE (mature)	COMPLETED	0	2026-08-28 10:40:18.969	730ms	227ms	241.4%	3.5 MB	4.6 MB	3 MB	8.8 MB
448	07/e0ebf5	1412832	NFCORE_SMRNASEQ:MIRNA_QUANT:INDEX_HAIRPIN (hairpin)	COMPLETED	0	2026-08-28 10:40:19.703	733ms	255ms	326.3%	14.7 MB	20 MB	4 MB	9.6 MB
460	12/5f1ab5	1413244	NFCORE_SMRNASEQ:MIRNA_QUANT:BOWTIE_MAP_MATURE (d15_mature)	COMPLETED	0	2026-08-28 10:40:20.443	36.4s	36s	714.0%	31.2 MB	25.2 GB	2 GB	2.1 GB
625	d2/44f77f	1415179	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_SORT (d15_mature)	COMPLETED	0	2026-08-28 10:40:57.898	4.1s	3s	393.8%	2 GB	6 GB	304.7 MB	275.1 MB
627	c2/6d816d	1416139	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_INDEX (d15_mature)	COMPLETED	0	2026-08-28 10:41:03.011	897ms	0ms	270.9%	7.4 MB	228.4 MB	123 MB	18.4 KB
451	cf/eaa37e	1414886	NFCORE_SMRNASEQ:MIRNA_QUANT:BOWTIE_MAP_MATURE (d2_mature)	COMPLETED	0	2026-08-28 10:40:56.891	35.7s	35.2s	691.1%	33.2 MB	25.4 GB	1.8 GB	1.9 GB
628	13/12ed97	1417520	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_SORT (d2_mature)	COMPLETED	0	2026-08-28 10:41:33.622	3.8s	4s	417.5%	1.8 GB	6 GB	309.3 MB	277.8 MB
630	7e/df8410	1418450	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_INDEX (d2_mature)	COMPLETED	0	2026-08-28 10:41:38.465	858ms	1s	272.7%	7.4 MB	228.4 MB	123.4 MB	20.7 KB
454	d2/a65e77	1417228	NFCORE_SMRNASEQ:MIRNA_QUANT:BOWTIE_MAP_MATURE (d6_mature)	COMPLETED	0	2026-08-28 10:41:32.615	26.5s	26s	719.1%	32.7 MB	25.4 GB	1.4 GB	1.5 GB
631	6e/022e23	1419692	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_SORT (d6_mature)	COMPLETED	0	2026-08-28 10:42:00.138	3.4s	3s	392.4%	1.5 GB	5.8 GB	242.2 MB	215.8 MB
633	38/0e0fb1	1420467	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_INDEX (d6_mature)	COMPLETED	0	2026-08-28 10:42:04.495	759ms	1s	264.8%	7.5 MB	228.4 MB	94.9 MB	18.7 KB
466	71/50752d	1419401	NFCORE_SMRNASEQ:MIRNA_QUANT:BOWTIE_MAP_MATURE (d14_mature)	COMPLETED	0	2026-08-28 10:41:59.132	26.1s	25.6s	769.9%	32.2 MB	25.4 GB	1.6 GB	1.7 GB
634	57/aaebee	1421754	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_SORT (d14_mature)	COMPLETED	0	2026-08-28 10:42:26.229	3.7s	3s	386.4%	1.7 GB	5.9 GB	263.5 MB	231.3 MB
636	93/3ed347	1422686	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_INDEX (d14_mature)	COMPLETED	0	2026-08-28 10:42:30.908	847ms	0ms	262.0%	7.5 MB	291.4 MB	99.8 MB	19.1 KB
468	fb/3256f1	1421464	NFCORE_SMRNASEQ:MIRNA_QUANT:BOWTIE_MAP_MATURE (d11_mature)	COMPLETED	0	2026-08-28 10:42:25.223	22.9s	22.4s	769.2%	32 MB	25.2 GB	1.4 GB	1.4 GB
637	33/ab0939	1423873	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_SORT (d11_mature)	COMPLETED	0	2026-08-28 10:42:49.137	3.2s	3s	383.4%	1.5 GB	5.7 GB	227.2 MB	199.8 MB
639	d1/306634	1424650	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_INDEX (d11_mature)	COMPLETED	0	2026-08-28 10:42:53.350	824ms	0ms	251.0%	7.6 MB	228.4 MB	86.4 MB	17.9 KB
462	94/ef71b9	1423582	NFCORE_SMRNASEQ:MIRNA_QUANT:BOWTIE_MAP_MATURE (d7_mature)	COMPLETED	0	2026-08-28 10:42:48.131	33.2s	32.8s	724.3%	32.2 MB	25.2 GB	1.9 GB	1.9 GB
640	a9/140502	1426089	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_SORT (d7_mature)	COMPLETED	0	2026-08-28 10:43:22.372	4.1s	4s	397.8%	1.9 GB	6 GB	311.8 MB	277.6 MB
642	80/4f8d6b	1427046	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_INDEX (d7_mature)	COMPLETED	0	2026-08-28 10:43:27.506	899ms	1s	268.0%	7.5 MB	228.4 MB	121.9 MB	19.4 KB
458	0c/8deda8	1425796	NFCORE_SMRNASEQ:MIRNA_QUANT:BOWTIE_MAP_MATURE (d17_mature)	COMPLETED	0	2026-08-28 10:43:21.366	37.3s	36.9s	743.2%	32.7 MB	25.4 GB	2.2 GB	2.3 GB
643	ef/add23c	1428482	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_SORT (d17_mature)	COMPLETED	0	2026-08-28 10:43:59.720	4.7s	4s	401.4%	2.3 GB	6.1 GB	360.8 MB	319.5 MB
645	6c/b93f63	1429555	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_INDEX (d17_mature)	COMPLETED	0	2026-08-28 10:44:05.419	955ms	1s	269.6%	7.5 MB	228.4 MB	139.3 MB	18.6 KB
457	9a/aab960	1428190	NFCORE_SMRNASEQ:MIRNA_QUANT:BOWTIE_MAP_MATURE (d1_mature)	COMPLETED	0	2026-08-28 10:43:58.714	19.4s	18.9s	716.9%	32.1 MB	25.2 GB	1 GB	1 GB
646	81/4e2381	1430612	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_SORT (d1_mature)	COMPLETED	0	2026-08-28 10:44:19.086	2.4s	2s	396.6%	1 GB	5.7 GB	168.4 MB	150.7 MB
648	0e/b6651b	1431237	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_INDEX (d1_mature)	COMPLETED	0	2026-08-28 10:44:22.451	684ms	0ms	257.7%	7.6 MB	228.4 MB	66.7 MB	16.8 KB
453	d4/70ea94	1430317	NFCORE_SMRNASEQ:MIRNA_QUANT:BOWTIE_MAP_MATURE (d5_mature)	COMPLETED	0	2026-08-28 10:44:18.081	21.8s	21.3s	725.8%	31.4 MB	25.2 GB	1.2 GB	1.3 GB
649	98/471421	1432601	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_SORT (d5_mature)	COMPLETED	0	2026-08-28 10:44:40.867	2.8s	2s	399.5%	1.3 GB	5.8 GB	201.4 MB	179.5 MB
651	97/9e7974	1433377	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_INDEX (d5_mature)	COMPLETED	0	2026-08-28 10:44:44.711	739ms	1s	261.9%	7.3 MB	228.4 MB	79 MB	17.1 KB
472	d4/6be9f6	1432335	NFCORE_SMRNASEQ:MIRNA_QUANT:BOWTIE_MAP_MATURE (d23_mature)	COMPLETED	0	2026-08-28 10:44:39.861	33.5s	33s	719.4%	32 MB	25.2 GB	1.8 GB	1.9 GB
652	a0/e77c36	1434746	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_SORT (d23_mature)	COMPLETED	0	2026-08-28 10:45:14.332	3.8s	3s	411.2%	1.8 GB	6 GB	296.3 MB	265.7 MB
654	1e/3a6541	1435679	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_INDEX (d23_mature)	COMPLETED	0	2026-08-28 10:45:19.117	845ms	0ms	279.2%	7.5 MB	228.4 MB	117.7 MB	20 KB
465	4b/50f28d	1434531	NFCORE_SMRNASEQ:MIRNA_QUANT:BOWTIE_MAP_MATURE (d19_mature)	COMPLETED	0	2026-08-28 10:45:13.326	31.1s	30.6s	713.8%	32.4 MB	25.4 GB	1.6 GB	1.7 GB
655	9e/918be9	1436981	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_SORT (d19_mature)	COMPLETED	0	2026-08-28 10:45:45.453	3.6s	3s	398.6%	1.7 GB	5.7 GB	271.2 MB	243.8 MB
657	94/8a963f	1437901	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_INDEX (d19_mature)	COMPLETED	0	2026-08-28 10:45:50.096	836ms	0ms	259.7%	7.5 MB	228.4 MB	108.4 MB	17.4 KB
452	a0/c287e1	1436714	NFCORE_SMRNASEQ:MIRNA_QUANT:BOWTIE_MAP_MATURE (d9_mature)	COMPLETED	0	2026-08-28 10:45:44.446	48.5s	48s	744.1%	32.2 MB	25.2 GB	2.9 GB	3 GB
658	d1/2b340b	1439468	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_SORT (d9_mature)	COMPLETED	0	2026-08-28 10:46:33.924	6s	5s	388.3%	3 GB	6.1 GB	462.7 MB	408.3 MB
660	f6/4eb30e	1440733	NFCORE_SMRNASEQ:MIRNA_QUANT:BAM_STATS_MATURE:SAMTOOLS_INDEX (d9_mature)	COMPLETED	0	2026-08-28 10:46:40.947	1.1s	0ms	268.4%	7.4 MB	228.4 MB	177.2 MB	19.2 KB
459	0a/e508db	1439252	NFCORE_SMRNASEQ:MIRNA_QUANT:BOWTIE_MAP_MATURE (d16_mature)	COMPLETED	0	2026-08-28 10:46:32.918	28.7s	28.3s	677.5%	31.5 MB	25.2 GB	1.4 GB	1.5 GB
