task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
10	b5/58201c	938447	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d6)	COMPLETED	0	2026-08-28 09:49:40.994	21.9s	21s	108.7%	2.9 GB	40.3 GB	264 MB	2.1 MB
28	4e/65ad31	938433	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d14)	COMPLETED	0	2026-08-28 09:49:40.987	24.8s	24s	106.8%	2.7 GB	40.2 GB	298.2 MB	2.2 MB
5	b7/910332	938416	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d3)	COMPLETED	0	2026-08-28 09:49:40.974	29.8s	29s	104.4%	2.7 GB	40.2 GB	369.7 MB	2.2 MB
14	79/d3659d	941658	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d8)	COMPLETED	0	2026-08-28 09:50:05.795	26.7s	26s	107.4%	2.9 GB	40.3 GB	337.3 MB	2.1 MB
27	7d/c5a455	942485	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d13)	COMPLETED	0	2026-08-28 09:50:10.771	27.8s	27s	108.1%	3.3 GB	40.3 GB	314.6 MB	2.2 MB
7	af/c5d621	941224	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d4)	COMPLETED	0	2026-08-28 09:50:02.894	38.8s	38s	107.7%	3.8 GB	40.2 GB	491.8 MB	2.1 MB
37	98/00ff20	944294	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d20)	COMPLETED	0	2026-08-28 09:50:32.550	12.7s	12.3s	677.8%	1.1 GB	1.6 GB	425.9 MB	137.1 MB
16	64/a8e787	945134	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d8)	COMPLETED	0	2026-08-28 09:50:38.533	11.6s	11.1s	672.7%	1.1 GB	1.6 GB	334.4 MB	121.5 MB
4	60/e51d2d	946779	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d2)	COMPLETED	0	2026-08-28 09:50:45.242	12.8s	12.3s	683.7%	1.1 GB	1.6 GB	354 MB	125.9 MB
8	cf/7d6712	945911	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d5)	COMPLETED	0	2026-08-28 09:50:41.678	22.8s	23s	106.3%	2.5 GB	40.3 GB	234.9 MB	2.1 MB
20	63/39aab5	948275	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d9)	COMPLETED	0	2026-08-28 09:50:50.111	17.8s	17.2s	676.5%	1.1 GB	1.7 GB	459.8 MB	184.5 MB
11	95/b53632	951904	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d5)	COMPLETED	0	2026-08-28 09:51:04.507	8.6s	8s	666.1%	1.1 GB	1.7 GB	232 MB	81.5 MB
13	2b/1fc9b4	952708	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d6)	COMPLETED	0	2026-08-28 09:51:07.890	10.1s	9.6s	674.9%	1.1 GB	1.6 GB	261.2 MB	97.7 MB
6	fa/c3f0cf	953824	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d3)	COMPLETED	0	2026-08-28 09:51:13.085	13.8s	13.3s	686.9%	1.1 GB	1.6 GB	366.7 MB	134.3 MB
21	c4/de64d7	954985	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d10)	COMPLETED	0	2026-08-28 09:51:18.022	12.5s	11.9s	662.6%	1.1 GB	1.6 GB	299.1 MB	99.9 MB
18	7c/06bd9f	950777	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d10)	COMPLETED	0	2026-08-28 09:50:58.017	32.8s	32s	108.4%	3.1 GB	40.2 GB	300.8 MB	2.1 MB
2	17/856717	957594	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d1)	COMPLETED	0	2026-08-28 09:51:30.830	8.8s	8.2s	643.2%	1.1 GB	1.6 GB	217.6 MB	68 MB
34	02/5877df	956633	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d17)	COMPLETED	0	2026-08-28 09:51:26.929	14.9s	14.3s	682.4%	1.1 GB	1.6 GB	402.6 MB	144.5 MB
32	f4/e33c4d	960246	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d16)	COMPLETED	0	2026-08-28 09:51:41.809	10.4s	9.9s	682.7%	1.1 GB	1.7 GB	237.9 MB	93.6 MB
31	ef/495181	959707	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d15)	COMPLETED	0	2026-08-28 09:51:39.656	13.7s	13.2s	675.3%	1.1 GB	1.7 GB	348.3 MB	125 MB
57	c4/fc93ea	962222	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d27)	COMPLETED	0	2026-08-28 09:51:52.237	12.5s	11.9s	665.8%	1.1 GB	1.6 GB	320.3 MB	112.9 MB
182	a1/3aeb29	948307	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d8)	COMPLETED	0	2026-08-28 09:50:50.132	1m 16s	1m 15s	102.2%	570.9 MB	3 GB	206.1 MB	61.6 MB
15	48/1709de	962580	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d7)	COMPLETED	0	2026-08-28 09:51:53.351	14.4s	13.8s	666.3%	1.1 GB	1.7 GB	389.4 MB	125.4 MB
180	39/c30fb8	947127	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d20)	COMPLETED	0	2026-08-28 09:50:46.293	1m 24s	1m 23s	102.3%	578.9 MB	3 GB	222.2 MB	62.2 MB
41	8c/f62cf5	957434	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d20)	COMPLETED	0	2026-08-28 09:51:30.507	41.9s	42s	104.9%	2.8 GB	40.3 GB	428.8 MB	2.1 MB
24	74/b83e11	967090	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d13)	COMPLETED	0	2026-08-28 09:52:12.371	9.8s	9.2s	669.8%	1.1 GB	1.6 GB	311.7 MB	107.6 MB
40	0e/d8ff13	964698	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d19)	COMPLETED	0	2026-08-28 09:52:04.743	27.9s	27s	106.0%	2.6 GB	40.3 GB	332.1 MB	2.1 MB
23	20/936319	969264	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d12)	COMPLETED	0	2026-08-28 09:52:22.167	12s	11.5s	662.7%	1.1 GB	1.6 GB	364.6 MB	117.1 MB
12	1c/5a06c1	965596	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d7)	COMPLETED	0	2026-08-28 09:52:07.730	32.8s	32s	105.6%	2.7 GB	40.3 GB	392.3 MB	2.1 MB
36	d0/249641	970721	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d19)	COMPLETED	0	2026-08-28 09:52:32.621	9.9s	9.4s	674.0%	1.1 GB	1.6 GB	329.2 MB	110.7 MB
184	45/f3aacb	965068	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d2)	COMPLETED	0	2026-08-28 09:52:06.108	1m 1s	1m	103.3%	650.9 MB	3.1 GB	217.7 MB	70.4 MB
33	da/d3a74b	971233	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d17)	COMPLETED	0	2026-08-28 09:52:34.196	32.8s	32s	106.9%	3 GB	40.3 GB	405.5 MB	2.1 MB
3	bb/19a646	972405	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d2)	COMPLETED	0	2026-08-28 09:52:40.529	29.8s	30s	104.4%	4.1 GB	40.2 GB	356.9 MB	2.1 MB
38	0d/99104f	973083	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d18)	COMPLETED	0	2026-08-28 09:52:42.562	27.8s	28s	106.8%	3.4 GB	40.2 GB	333.8 MB	2 MB
1	ce/3b9c85	975808	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d1)	COMPLETED	0	2026-08-28 09:53:07.001	19.8s	19s	106.0%	2.8 GB	40.2 GB	220.5 MB	2.1 MB
187	15/912284	966182	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d9)	COMPLETED	0	2026-08-28 09:52:09.971	1m 17s	1m 17s	103.7%	492.4 MB	3 GB	257.8 MB	47.3 MB
30	e2/0405e7	976701	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d16)	COMPLETED	0	2026-08-28 09:53:10.403	22.7s	22s	106.8%	3 GB	40.3 GB	240.7 MB	2.1 MB
26	24/a90a7e	979448	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d14)	COMPLETED	0	2026-08-28 09:53:26.786	10.1s	9.7s	666.0%	1.1 GB	1.6 GB	295.2 MB	103.9 MB
29	8c/6cf096	976644	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d15)	COMPLETED	0	2026-08-28 09:53:10.358	28.7s	28s	108.3%	2.5 GB	40.3 GB	351.2 MB	2.1 MB
188	55/17248d	975571	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d5)	COMPLETED	0	2026-08-28 09:53:06.675	36.3s	36s	106.2%	374.9 MB	2.9 GB	142.1 MB	32.1 MB
35	a1/047847	980962	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d18)	COMPLETED	0	2026-08-28 09:53:33.152	10.5s	10.1s	675.1%	1.1 GB	1.7 GB	330.9 MB	114.5 MB
22	76/5caf9a	984388	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d11)	COMPLETED	0	2026-08-28 09:53:43.680	9.6s	9.1s	657.0%	1.1 GB	1.6 GB	329.4 MB	89.4 MB
72	f9/6e81d5	982702	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d33)	COMPLETED	0	2026-08-28 09:53:39.108	30.7s	30s	109.0%	3.3 GB	40.2 GB	347.8 MB	2.1 MB
190	19/a4faaf	979824	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d6)	COMPLETED	0	2026-08-28 09:53:27.382	45.6s	45s	105.0%	486 MB	3 GB	172.7 MB	49.7 MB
68	2d/c1e420	982038	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d32)	COMPLETED	0	2026-08-28 09:53:36.938	39.8s	39s	106.3%	3.9 GB	40.2 GB	479.8 MB	2.1 MB
17	e4/de32f8	986455	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d9)	COMPLETED	0	2026-08-28 09:53:53.270	39.7s	39s	107.0%	2.9 GB	40.2 GB	462.7 MB	2.1 MB
19	b1/700189	988071	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d11)	COMPLETED	0	2026-08-28 09:54:09.847	27.8s	27s	107.9%	3.9 GB	40.3 GB	331.1 MB	2.2 MB
193	f3/b877f3	983909	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d3)	COMPLETED	0	2026-08-28 09:53:42.962	57s	56s	103.3%	501 MB	3 GB	209.3 MB	49.8 MB
9	bb/1a738e	991343	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d4)	COMPLETED	0	2026-08-28 09:54:32.977	14.8s	14.3s	676.4%	1.1 GB	1.6 GB	489 MB	173.3 MB
25	c8/d7b8ec	989386	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d12)	COMPLETED	0	2026-08-28 09:54:16.718	33.7s	34s	106.6%	3.3 GB	40.2 GB	367.5 MB	2.1 MB
194	e5/094600	988585	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d10)	COMPLETED	0	2026-08-28 09:54:12.994	41.1s	40s	106.8%	346.4 MB	2.8 GB	158.6 MB	29.4 MB
197	3a/f9edad	992921	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d1)	COMPLETED	0	2026-08-28 09:54:39.987	29s	28s	107.8%	347.1 MB	2.8 GB	127 MB	30 MB
42	70/5eb142	992204	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d21)	COMPLETED	0	2026-08-28 09:54:37.608	31.7s	32s	106.7%	2.8 GB	40.2 GB	384.2 MB	2.1 MB
44	79/30a683	995072	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d22)	COMPLETED	0	2026-08-28 09:54:50.465	26.7s	27s	105.8%	3.5 GB	40.3 GB	337.2 MB	2.1 MB
45	a8/67894f	994431	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d23)	COMPLETED	0	2026-08-28 09:54:47.737	32.7s	33s	106.1%	3.5 GB	40.2 GB	407.2 MB	2.1 MB
46	69/458dda	998286	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d24)	COMPLETED	0	2026-08-28 09:55:09.315	28.7s	28s	109.2%	2.6 GB	40.3 GB	366.9 MB	2.1 MB
39	9d/82561f	1002522	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d21)	COMPLETED	0	2026-08-28 09:55:38.055	11.6s	11.2s	665.0%	1.1 GB	1.6 GB	381.3 MB	127.9 MB
199	1d/84c455	996001	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d17)	COMPLETED	0	2026-08-28 09:54:54.051	56.8s	56s	105.0%	441.7 MB	2.9 GB	212.4 MB	41.1 MB
200	72/eb91ba	998074	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d16)	COMPLETED	0	2026-08-28 09:55:08.946	42.9s	42s	105.2%	509.3 MB	3 GB	171.3 MB	52.6 MB
50	0f/ae2296	1004029	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d22)	COMPLETED	0	2026-08-28 09:55:49.667	9.7s	9.3s	657.7%	1.1 GB	1.6 GB	334.3 MB	100 MB
47	40/b9b1f7	999735	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d25)	COMPLETED	0	2026-08-28 09:55:17.211	42.7s	42s	105.7%	3.1 GB	40.2 GB	545 MB	2.1 MB
48	a2/dea157	1000616	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d26)	COMPLETED	0	2026-08-28 09:55:20.484	39.7s	40s	105.7%	2.9 GB	40.2 GB	489.6 MB	2.1 MB
51	2c/1452c1	1007115	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d23)	COMPLETED	0	2026-08-28 09:55:59.951	11.8s	11.4s	659.6%	1.1 GB	1.7 GB	404.3 MB	120 MB
49	0a/e95453	1006788	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d27)	COMPLETED	0	2026-08-28 09:55:59.393	25.8s	25s	108.1%	2.4 GB	40.2 GB	323.2 MB	2.1 MB
84	0a/72a05b	1007265	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d42)	COMPLETED	0	2026-08-28 09:56:00.205	29.7s	29s	106.7%	2.9 GB	40.2 GB	343.6 MB	2.1 MB
53	97/5ef22e	1011261	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d24)	COMPLETED	0	2026-08-28 09:56:25.155	10.6s	10.2s	673.2%	1.1 GB	1.6 GB	364 MB	118.3 MB
89	f9/b00563	1009913	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d46)	COMPLETED	0	2026-08-28 09:56:11.787	24.8s	24s	108.3%	3 GB	40.2 GB	279 MB	2.2 MB
204	98/c38877	1004988	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d27)	COMPLETED	0	2026-08-28 09:55:51.869	46.2s	45s	104.2%	385.8 MB	2.9 GB	175 MB	33.9 MB
203	49/ab92e7	1004504	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d15)	COMPLETED	0	2026-08-28 09:55:50.808	56.4s	55s	103.2%	470.8 MB	2.9 GB	196.8 MB	45.4 MB
93	0b/2a1a71	1013653	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d43)	COMPLETED	0	2026-08-28 09:56:36.547	11.9s	11.5s	678.7%	1.1 GB	1.7 GB	367.2 MB	132.8 MB
92	f7/f209ee	1013230	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (m1)	COMPLETED	0	2026-08-28 09:56:35.787	15.9s	15s	111.8%	3.1 GB	40.2 GB	152.5 MB	2.1 MB
52	92/1b659f	1012120	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d28)	COMPLETED	0	2026-08-28 09:56:29.947	29.8s	29s	108.4%	2.9 GB	40.2 GB	345.7 MB	2.1 MB
56	08/a3661a	1017160	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d26)	COMPLETED	0	2026-08-28 09:56:48.457	19.3s	18.8s	638.8%	1.1 GB	1.6 GB	486.7 MB	175.5 MB
54	58/6d0772	1018330	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d25)	COMPLETED	0	2026-08-28 09:56:51.645	24.6s	24.1s	604.4%	1.1 GB	1.7 GB	542.1 MB	189.4 MB
58	2d/9bee68	1021503	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d28)	COMPLETED	0	2026-08-28 09:57:07.801	15.6s	15s	608.9%	1.1 GB	1.6 GB	342.8 MB	120.4 MB
59	2e/e56a8d	1020255	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d29)	COMPLETED	0	2026-08-28 09:56:59.794	23.9s	23.4s	613.7%	1.1 GB	1.7 GB	520.6 MB	195.8 MB
62	02/fa8f83	1024396	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d31)	COMPLETED	0	2026-08-28 09:57:23.720	14.1s	13.6s	674.9%	1.1 GB	1.6 GB	379.2 MB	115.1 MB
60	44/071cfe	1024102	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d30)	COMPLETED	0	2026-08-28 09:57:23.357	19s	18.4s	687.3%	1.1 GB	1.6 GB	506.3 MB	178.9 MB
208	71/d21ddf	1016740	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d13)	COMPLETED	0	2026-08-28 09:56:47.187	1m 4s	1m 4s	102.1%	372.5 MB	2.8 GB	168.3 MB	31.9 MB
207	fa/5a620c	1014397	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d7)	COMPLETED	0	2026-08-28 09:56:38.083	1m 15s	1m 15s	101.8%	509 MB	3 GB	201.9 MB	51.5 MB
63	9b/befbe4	1026787	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d32)	COMPLETED	0	2026-08-28 09:57:37.803	18.2s	17.6s	681.0%	1.1 GB	1.6 GB	476.9 MB	164.1 MB
64	b7/7ae306	1027556	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d33)	COMPLETED	0	2026-08-28 09:57:42.323	14.3s	13.7s	669.4%	1.1 GB	1.7 GB	344.9 MB	118.8 MB
55	80/a0ef7e	1022935	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d29)	COMPLETED	0	2026-08-28 09:57:16.249	52.1s	52s	105.0%	2.8 GB	40.3 GB	523.5 MB	2.1 MB
65	cd/aa67eb	1030611	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d34)	COMPLETED	0	2026-08-28 09:57:55.965	15.8s	15.3s	667.1%	1.1 GB	1.6 GB	394.4 MB	124.5 MB
69	99/1bd01b	1030867	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d36)	COMPLETED	0	2026-08-28 09:57:56.623	17.2s	16.7s	679.7%	1.1 GB	1.6 GB	449.4 MB	142.3 MB
107	bc/7c6c79	1034690	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (m4)	COMPLETED	0	2026-08-28 09:58:13.796	11.2s	10.6s	683.9%	1.1 GB	1.7 GB	254.2 MB	108.4 MB
70	30/a5f5b0	1034110	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d37)	COMPLETED	0	2026-08-28 09:58:11.811	14.7s	14.2s	673.2%	1.1 GB	1.7 GB	367.1 MB	132.7 MB
67	a2/a9c277	1033666	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d31)	COMPLETED	0	2026-08-28 09:58:08.369	35s	35s	107.4%	2.4 GB	40.2 GB	382.1 MB	2.1 MB
101	a2/236d89	1037048	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (m6)	COMPLETED	0	2026-08-28 09:58:25.015	22.9s	22s	108.4%	4.4 GB	40.3 GB	244.2 MB	2.1 MB
213	67/7bc7a9	1029983	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d19)	COMPLETED	0	2026-08-28 09:57:53.310	55.6s	55s	102.6%	434 MB	2.9 GB	178.4 MB	40.8 MB
210	e9/f7073c	1029337	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d12)	COMPLETED	0	2026-08-28 09:57:51.283	1m 2s	1m 1s	102.2%	503.2 MB	3 GB	193.4 MB	50.8 MB
66	bb/6978ef	1039342	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d35)	COMPLETED	0	2026-08-28 09:58:43.341	10.1s	9.5s	667.5%	1.1 GB	1.6 GB	313.6 MB	106.9 MB
61	85/bb2c80	1037385	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d30)	COMPLETED	0	2026-08-28 09:58:26.563	39.8s	40s	105.4%	2.4 GB	40.3 GB	509.2 MB	2.1 MB
73	9a/bbc2d8	1040202	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d34)	COMPLETED	0	2026-08-28 09:58:47.925	32.9s	32s	108.7%	3.1 GB	40.3 GB	397.4 MB	2.1 MB
74	f5/f9b328	1042195	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d35)	COMPLETED	0	2026-08-28 09:58:53.394	27.8s	27s	108.8%	3.4 GB	40.2 GB	316.5 MB	2.1 MB
113	5c/878029	1046015	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (m9)	COMPLETED	0	2026-08-28 09:59:20.792	8.1s	7.5s	637.1%	1.1 GB	1.7 GB	254.4 MB	73.5 MB
215	f6/349d56	1040618	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d14)	COMPLETED	0	2026-08-28 09:58:48.924	43.1s	42s	105.1%	415.8 MB	2.9 GB	170.3 MB	38.9 MB
71	c5/d40179	1047775	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d38)	COMPLETED	0	2026-08-28 09:59:28.862	14.3s	13.8s	677.2%	1.1 GB	1.6 GB	452.7 MB	161.4 MB
217	1c/74b874	1041824	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d18)	COMPLETED	0	2026-08-28 09:58:53.016	51.5s	51s	105.3%	496.5 MB	3 GB	189.7 MB	50.2 MB
75	32/36fcd0	1044500	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d36)	COMPLETED	0	2026-08-28 09:59:06.342	38.9s	38s	106.9%	4 GB	40.3 GB	452.3 MB	2.1 MB
76	1f/6c07f4	1046339	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d37)	COMPLETED	0	2026-08-28 09:59:21.209	32.8s	32s	107.3%	2.4 GB	40.3 GB	370 MB	2.1 MB
118	8f/68f024	1050327	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (m10)	COMPLETED	0	2026-08-28 09:59:43.128	19.9s	19s	111.5%	3.8 GB	40.2 GB	225 MB	2 MB
78	31/ac6583	1051242	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d39)	COMPLETED	0	2026-08-28 09:59:45.200	18.1s	17.6s	669.1%	1.1 GB	1.7 GB	581.9 MB	175.8 MB
218	6f/ad7118	1048566	NFCORE_SMRNASEQ:MIRNA_QUANT:SEQCLUSTER_COLLAPSE (d11)	COMPLETED	0	2026-08-28 09:59:32.063	37.9s	37s	104.7%	318.3 MB	2.8 GB	145.7 MB	26.4 MB
79	e9/958fb3	1054783	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTP (d40)	COMPLETED	0	2026-08-28 10:00:03.334	10.5s	9.9s	661.7%	1.1 GB	1.6 GB	329.1 MB	105.6 MB
77	60/9672fb	1053327	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d38)	COMPLETED	0	2026-08-28 09:59:54.025	39.8s	39s	106.6%	2.6 GB	40.2 GB	455.6 MB	2.1 MB
81	76/84e369	1057256	NFCORE_SMRNASEQ:FASTQ_FASTQC_UMITOOLS_FASTP:FASTQC_RAW (d40)	COMPLETED	0	2026-08-28 10:00:13.789	28.9s	28s	106.6%	3.9 GB	40.2 GB	332 MB	2.1 MB
